GSMA TAC,Model as per GSMA,Mobile Device,Brand Name,Manufacturer
35105200,C2168,Capitel,Capitel,
35105246,C2168,Capitel,Capitel,
35105300,TM200,UbiNetics,UbiNetics,
35105400,e968,Group Sense PDA,Group Sense PDA,
35105500,M-Toll,Elcom Mobility,Elcom Mobility,
35105525,M-Toll,Elcom Mobility,Elcom Mobility,
35105600,Ctrack SOLO,DigiCore Technology,DigiCore Technology,
35105696,Ctrack SOLO,DigiCore Technology,DigiCore Technology,
35105700,TAB1000,Lexibook,Lexibook,
35105723,TAB1000,Lexibook,Lexibook,
35105800,8398,TCL,TCL,
35105900,AGP-236D,ASE Telecom,ASE Telecom,
35106000,TP3,Compal,Compal,
35106030,TP3,Compal,Compal,
35106100,C699,Compal,Compal,
35106200,R9530,RAKS,RAKS,
35106300,G5220,LG,LG,
35106400,SGH-T400,Samsung,Samsung,
35106426,SGH-T400,Samsung,Samsung,
35106489,SGH-T400,Samsung,Samsung,
35106500,SGH-T408,Samsung,Samsung,
35106508,SGH-T408,Samsung,Samsung,
35106589,SGH-T408,Samsung,Samsung,
35106600,GD87,Panasonic,Panasonic,
35106630,GD87,Panasonic,Panasonic,
35106662,GD87,Panasonic,Panasonic,
35106698,GD87,Panasonic,Panasonic,
35106700,GD87,Panasonic,Panasonic,
35106730,GD87,Panasonic,Panasonic,
35106762,GD87,Panasonic,Panasonic,
35106798,GD87,Panasonic,Panasonic,
35106800,GD87,Panasonic,Panasonic,
35106830,GD87,Panasonic,Panasonic,
35106862,GD87,Panasonic,Panasonic,
35106898,GD87,Panasonic,Panasonic,
35106900,R9535,RAKS,RAKS,
35107000,e606,NEC,NEC,
35107001,e606,NEC,NEC,
35107070,e606,NEC,NEC,
35107100,MX7921,Maxon,Maxon,
35107185,MX7921,Maxon,Maxon,
35107200,MX7922,Maxon,Maxon,
35107285,MX7922,Maxon,Maxon,
35107300,MX7930,Maxon,Maxon,
35107385,MX7930,Maxon,Maxon,
35107400,MX7931,Maxon,Maxon,
35107485,MX7931,Maxon,Maxon,
35107500,3188,TCL,TCL,
35107600,GM404,UbiNetics,UbiNetics,
35107700,GM405,UbiNetics,UbiNetics,
35107800,Trial Unit UMTS DM,Ericsson,Ericsson,
35107900,GD-01,Westermo Teleindustrie,Westermo Teleindustrie,
35107943,GD-01,Westermo Teleindustrie,Westermo Teleindustrie,
35108000,Crosscheck GPRS,Trimble Navigation,Trimble Navigation,
35108100,Palmax XG3,Compal,Compal,
35108200,Eastcom EG760C,Compal,Compal,
35108220,Eastcom EG760C,Compal,Compal,
35108300,S55,Siemens,Siemens,
35108351,S55,Siemens,Siemens,
35108352,S55,Siemens,Siemens,
35108353,S55,Siemens,Siemens,
35108400,S57 APAC,Siemens,Siemens,
35108437,S57,Siemens,Siemens,
35108500,S57,Siemens,Siemens,
35108537,S57,Siemens,Siemens,
35108551,S57,Siemens,Siemens,
35108600,CV-801,ChinaLink Communication,ChinaLink Communication,
35108700,M744 Desktop phone,Tellumat,Tellumat,
35108800,CECT TREO180,CEC,CEC,
35108900,S690,Soutec,Soutec,
35109000,CECT966,CEC,CEC,
35109100,Heliscan-M,Helicom,Helicom,
35109200,i710,Palm,Palm,
35109250,i710,Palm,Palm,
35109265,i710,Palm,Palm,
35109300,S1820,Bird,Bird,
35109307,S1820,Bird,Bird,
35109400,SGH-T500,Samsung,Samsung,
35109489,SGH-T500,Samsung,Samsung,
35109490,SGH-T500,Samsung,Samsung,
35109500,SGH-T300,Samsung,Samsung,
35109600,Kejian K528,Samsung,Samsung,
35109700,518,Top Group,Top Group,
35109800,SG 2288,Telsda,Telsda,
35109813,SG 2288,SangFei,SangFei,
35109900,Maestro 20,Fargo Services,Fargo Services,
35109981,Maestro 20,Fargo Services,Fargo Services,
35110000,3410,Nokia,Nokia,
35110010,3410,Nokia,Nokia,
35110020,3410,Nokia,Nokia,
35110030,3410,Nokia,Nokia,
35110040,3410,Nokia,Nokia,
35110055,3410,Nokia,Nokia,
35110060,3410,Nokia,Nokia,
35110080,3410,Nokia,Nokia,
35110091,3410,Nokia,Nokia,
35110093,3410,Nokia,Nokia,
35110094,3410,Nokia,Nokia,
35110100,3410,Nokia,Nokia,
35110110,3410,Nokia,Nokia,
35110120,3410,Nokia,Nokia,
35110130,3410,Nokia,Nokia,
35110140,3410,Nokia,Nokia,
35110155,3410,Nokia,Nokia,
35110160,3410,Nokia,Nokia,
35110180,3410,Nokia,Nokia,
35110191,3410,Nokia,Nokia,
35110193,3410,Nokia,Nokia,
35110194,3410,Nokia,Nokia,
35110200,3650,Nokia,Nokia,
35110210,3650,Nokia,Nokia,
35110220,3650,Nokia,Nokia,
35110230,3650,Nokia,Nokia,
35110240,3650,Nokia,Nokia,
35110250,3650,Nokia,Nokia,
35110255,3650,Nokia,Nokia,
35110260,3650,Nokia,Nokia,
35110280,3650,Nokia,Nokia,
35110291,3650,Nokia,Nokia,
35110293,3650,Nokia,Nokia,
35110294,3650,Nokia,Nokia,
35110300,8910i,Nokia,Nokia,
35110310,8910i,Nokia,Nokia,
35110320,8910i,Nokia,Nokia,
35110330,8910i,Nokia,Nokia,
35110340,8910i,Nokia,Nokia,
35110355,8910i,Nokia,Nokia,
35110360,8910i,Nokia,Nokia,
35110391,8910i,Nokia,Nokia,
35110393,8910i,Nokia,Nokia,
35110394,8910i,Nokia,Nokia,
35110400,8310,Nokia,Nokia,
35110410,8310,Nokia,Nokia,
35110420,8310,Nokia,Nokia,
35110430,8310,Nokia,Nokia,
35110440,8310,Nokia,Nokia,
35110455,8310,Nokia,Nokia,
35110460,8310,Nokia,Nokia,
35110480,8310,Nokia,Nokia,
35110491,8310,Nokia,Nokia,
35110493,8310,Nokia,Nokia,
35110494,8310,Nokia,Nokia,
35110500,6510,Nokia,Nokia,
35110510,6510,Nokia,Nokia,
35110520,6510,Nokia,Nokia,
35110530,6510,Nokia,Nokia,
35110540,6510,Nokia,Nokia,
35110555,6510,Nokia,Nokia,
35110560,6510,Nokia,Nokia,
35110570,6510,Nokia,Nokia,
35110580,6510,Nokia,Nokia,
35110588,6510,Nokia,Nokia,
35110591,6510,Nokia,Nokia,
35110592,6510,Nokia,Nokia,
35110593,6510,Nokia,Nokia,
35110594,6510,Nokia,Nokia,
35110600,3310,Nokia,Nokia,
35110610,3310,Nokia,Nokia,
35110620,3310,Nokia,Nokia,
35110630,3310,Nokia,Nokia,
35110640,3310,Nokia,Nokia,
35110655,3310,Nokia,Nokia,
35110660,3310,Nokia,Nokia,
35110680,3310,Nokia,Nokia,
35110685,3310,Nokia,Nokia,
35110688,3310,Nokia,Nokia,
35110691,3310,Nokia,Nokia,
35110692,3310,Nokia,Nokia,
35110693,3310,Nokia,Nokia,
35110694,3310,Nokia,Nokia,
35110700,3310,Nokia,Nokia,
35110710,3310,Nokia,Nokia,
35110720,3310,Nokia,Nokia,
35110730,3310,Nokia,Nokia,
35110740,3310,Nokia,Nokia,
35110755,3310,Nokia,Nokia,
35110760,3310,Nokia,Nokia,
35110780,3310,Nokia,Nokia,
35110785,3310,Nokia,Nokia,
35110788,3310,Nokia,Nokia,
35110791,3310,Nokia,Nokia,
35110792,3310,Nokia,Nokia,
35110793,3310,Nokia,Nokia,
35110794,3310,Nokia,Nokia,
35110800,3350,Nokia,Nokia,
35110810,3350,Nokia,Nokia,
35110820,3350,Nokia,Nokia,
35110830,3350,Nokia,Nokia,
35110840,3350,Nokia,Nokia,
35110860,3350,Nokia,Nokia,
35110870,3350,Nokia,Nokia,
35110880,3350,Nokia,Nokia,
35110888,3350,Nokia,Nokia,
35110891,3350,Nokia,Nokia,
35110892,3350,Nokia,Nokia,
35110893,3350,Nokia,Nokia,
35110894,3350,Nokia,Nokia,
35110900,6310i,Nokia,Nokia,
35110910,6310i,Nokia,Nokia,
35110920,6310i,Nokia,Nokia,
35110930,6310i,Nokia,Nokia,
35110940,6310i,Nokia,Nokia,
35110960,6310i,Nokia,Nokia,
35110980,6310i,Nokia,Nokia,
35110988,6310i,Nokia,Nokia,
35110991,6310i,Nokia,Nokia,
35110992,6310i,Nokia,Nokia,
35110993,6310i,Nokia,Nokia,
35110994,6310i,Nokia,Nokia,
35111000,6310i,Nokia,Nokia,
35111010,6310i,Nokia,Nokia,
35111020,6310i,Nokia,Nokia,
35111030,6310i,Nokia,Nokia,
35111040,6310i,Nokia,Nokia,
35111060,6310i,Nokia,Nokia,
35111080,6310i,Nokia,Nokia,
35111088,6310i,Nokia,Nokia,
35111091,6310i,Nokia,Nokia,
35111092,6310i,Nokia,Nokia,
35111093,6310i,Nokia,Nokia,
35111094,6310i,Nokia,Nokia,
35111100,7650,Nokia,Nokia,
35111110,7650,Nokia,Nokia,
35111120,7650,Nokia,Nokia,
35111130,7650,Nokia,Nokia,
35111140,7650,Nokia,Nokia,
35111155,7650,Nokia,Nokia,
35111160,7650,Nokia,Nokia,
35111180,7650,Nokia,Nokia,
35111191,7650,Nokia,Nokia,
35111193,7650,Nokia,Nokia,
35111194,7650,Nokia,Nokia,
35111200,3510,Nokia,Nokia,
35111210,3510,Nokia,Nokia,
35111213,3510,Nokia,Nokia,
35111220,3510,Nokia,Nokia,
35111230,3510,Nokia,Nokia,
35111235,3510,Nokia,Nokia,
35111240,3510,Nokia,Nokia,
35111255,3510,Nokia,Nokia,
35111260,3510,Nokia,Nokia,
35111270,3510,Nokia,Nokia,
35111280,3510,Nokia,Nokia,
35111291,3510,Nokia,Nokia,
35111293,3510,Nokia,Nokia,
35111294,3510,Nokia,Nokia,
35111300,5210,Nokia,Nokia,
35111310,5210,Nokia,Nokia,
35111320,5210,Nokia,Nokia,
35111330,5210,Nokia,Nokia,
35111340,5210,Nokia,Nokia,
35111355,5210,Nokia,Nokia,
35111360,5210,Nokia,Nokia,
35111380,5210,Nokia,Nokia,
35111391,5210,Nokia,Nokia,
35111393,5210,Nokia,Nokia,
35111394,5210,Nokia,Nokia,
35111400,7210,Nokia,Nokia,
35111410,7210,Nokia,Nokia,
35111420,7210,Nokia,Nokia,
35111430,7210,Nokia,Nokia,
35111440,7210,Nokia,Nokia,
35111455,7210,Nokia,Nokia,
35111460,7210,Nokia,Nokia,
35111480,7210,Nokia,Nokia,
35111491,7210,Nokia,Nokia,
35111493,7210,Nokia,Nokia,
35111494,7210,Nokia,Nokia,
35111500,3410,Nokia,Nokia,
35111510,3410,Nokia,Nokia,
35111520,3410,Nokia,Nokia,
35111530,3410,Nokia,Nokia,
35111540,3410,Nokia,Nokia,
35111555,3410,Nokia,Nokia,
35111560,3410,Nokia,Nokia,
35111580,3410,Nokia,Nokia,
35111591,3410,Nokia,Nokia,
35111593,3410,Nokia,Nokia,
35111594,3410,Nokia,Nokia,
35111600,3410,Nokia,Nokia,
35111610,3410,Nokia,Nokia,
35111620,3410,Nokia,Nokia,
35111630,3410,Nokia,Nokia,
35111640,3410,Nokia,Nokia,
35111655,3410,Nokia,Nokia,
35111660,3410,Nokia,Nokia,
35111680,3410,Nokia,Nokia,
35111691,3410,Nokia,Nokia,
35111693,3410,Nokia,Nokia,
35111694,3410,Nokia,Nokia,
35111700,3510,Nokia,Nokia,
35111710,3510,Nokia,Nokia,
35111720,3510,Nokia,Nokia,
35111730,3510,Nokia,Nokia,
35111740,3510,Nokia,Nokia,
35111755,3510,Nokia,Nokia,
35111760,3510,Nokia,Nokia,
35111780,3510,Nokia,Nokia,
35111791,3510,Nokia,Nokia,
35111793,3510,Nokia,Nokia,
35111794,3510,Nokia,Nokia,
35111800,3330,Nokia,Nokia,
35111810,3330,Nokia,Nokia,
35111820,3330,Nokia,Nokia,
35111830,3330,Nokia,Nokia,
35111840,3330,Nokia,Nokia,
35111855,3330,Nokia,Nokia,
35111860,3330,Nokia,Nokia,
35111880,3330,Nokia,Nokia,
35111888,3330,Nokia,Nokia,
35111891,3330,Nokia,Nokia,
35111893,3330,Nokia,Nokia,
35111894,3330,Nokia,Nokia,
35111900,NHM-5(NY),Nokia,Nokia,
35111910,NHM-5(NY),Nokia,Nokia,
35111920,NHM-5(NY),Nokia,Nokia,
35111930,NHM-5(NY),Nokia,Nokia,
35111940,NHM-5(NY),Nokia,Nokia,
35111955,NHM-5(NY),Nokia,Nokia,
35111960,NHM-5(NY),Nokia,Nokia,
35111970,NHM-5(NY),Nokia,Nokia,
35111980,NHM-5(NY),Nokia,Nokia,
35111988,NHM-5(NY),Nokia,Nokia,
35111991,NHM-5(NY),Nokia,Nokia,
35111992,NHM-5(NY),Nokia,Nokia,
35111993,NHM-5(NY),Nokia,Nokia,
35111994,NHM-5(NY),Nokia,Nokia,
35112000,DW600,Maxon,Maxon,
35112100,DW610,Maxon,Maxon,
35112185,DW610,Maxon,Maxon,
35112200,MX6832,Maxon,Maxon,
35112300,MX-6883,Maxon,Maxon,
35112400,MX-6891,Maxon,Maxon,
35112500,W7020,LG,LG,
35112545,W7020,LG,LG,
35112600,G7010,LG,LG,
35112700,G7020,LG,LG,
35112745,G7020,LG,LG,
35112800,EG890A,LG,LG,
35112900,EG890A,LG,LG,
35112945,EG890A,LG,LG,
35113000,3688,TCL,TCL,
35113100,MGD-100,Everkom,Everkom,
35113200,56D85,Soutec,Soutec,
35113208,56D85,BenQ,BenQ,
35113308,56D86,BenQ,BenQ,
35113400,C-168,Xiamen,Xiamen,
35113500,CECTQ86,CEC,CEC,
35113600,UBIQ-5000G,Cesscom,Cesscom,
35113700,CECTZS8A,CEC,CEC,
35113800,SGH-S108,Samsung,Samsung,
35113889,SGH-S108,Samsung,Samsung,
35113900,E698,CEC,CEC,
35114000,CP99,Compal,Compal,
35114100,Hi710,Soutec,Soutec,
35114200,SG-2000E,Sewon Telecom,Sewon Telecom,
35114252,SG-2000E,Sewon Telecom,Sewon Telecom,
35114300,MY X-5,Sagem,Sagem,
35114311,MY X-5,Sagem,Sagem,
35114320,MY X-5,Sagem,Sagem,
35114335,MY X-5,Sagem,Sagem,
35114342,MY X-5,Sagem,Sagem,
35114369,MY X-5,Sagem,Sagem,
35114382,MY X-5,Sagem,Sagem,
35114395,MY X-5,Sagem,Sagem,
35114400,ZTEA200,ZTE,ZTE,
35114452,A200,ZTE,ZTE,
35114500,ZTEZ88,ZTE,ZTE,
35114600,T910,Tel.Me Telecom & Media Products GmbH,Tel.Me Telecom & Media Products GmbH,
35114700,T990,Teling Technology,Teling Technology,
35114800,SAM 0049 HO,Silentoil,Silentoil,
35114900,MX7950,Maxon,Maxon,
35115000,Wireless Broadband Modem GZ,IPWireless,IPWireless,
35115100,Wireless Broadband Modem HA,IPWireless,IPWireless,
35115200,Wireless Broadband Modem GY,IPWireless,IPWireless,
35115300,Wireless Broadband Modem FE,IPWireless,IPWireless,
35115400,Wireless Broadband Modem FF,IPWireless,IPWireless,
35115500,Wireless Broadband Modem FD,IPWireless,IPWireless,
35115600,T23,Toshiba,Toshiba,
35115700,MGH-800,Mirae Communication,Mirae Communication,
35115800,2188,TCL,TCL,
35115880,2188,TCL,TCL,
35115900,VG-200C,VK,VK,
35115919,VG207,VK,VK,
35116000,G512,LG,LG,
35116100,RT 30,Sagem,Sagem,
35116200,Wave Finder,GLOBALcom,GLOBALcom,
35116300,Skeye.express,Hoft & Wessel,Hoft & Wessel,
35116400,628,Mytop,Mytop,
35116601,T69,Telsda,Telsda,
35116698,Telsda T69,SangFei,SangFei,
35116700,V09,Bird,Bird,
35116710,V09,Bird,Bird,
35116800,D2200+,Dalian Daxian Telecom,Dalian Daxian Telecom,
35116900,C2268,Capitel,Capitel,
35117000,999,Xingtong,Xingtong,
35117100,Legend i288,Innostream,Innostream,
35117167,I-288,Innostream,Innostream,
35117200,Yun Tian Xing 2000,Haier,Haier,
35117300,Phone 1,Flextronics,Flextronics,
35117400,KMP6J1G1-3,NEC,NEC,
35117500,KMP6J1G1-3,NEC,NEC,
35117513,N22i,NEC,NEC,
35117551,N22i,NEC,NEC,
35117599,N22i,NEC,NEC,
35117600,KMP6J1G1-3,NEC,NEC,
35117699,N8000,NEC,NEC,
35117700,N535i,NEC,NEC,
35117713,N22i,NEC,NEC,
35117751,N22i,NEC,NEC,
35117799,N22i,NEC,NEC,
35117800,SGH-T410,Samsung,Samsung,
35117889,SGH-T410,Samsung,Samsung,
35117900,KMP6J1F1-4,NEC,NEC,
35117913,N525,NEC,NEC,
35117951,N525,NEC,NEC,
35117999,N525,NEC,NEC,
35118000,KMP6J1F1-4,NEC,NEC,
35118001,N341i,NEC,NEC,
35118013,N341i,NEC,NEC,
35118051,N341i,NEC,NEC,
35118099,N341i,NEC,NEC,
35118100,KMP6J1F1-4,NEC,NEC,
35118113,e525,NEC,NEC,
35118199,e525,NEC,NEC,
35118200,KMP6J1F1-4,NEC,NEC,
35118400,C8118,CCT,CCT,
35118468,C8118,CCT Wireless,CCT Wireless,
35118500,R6220GE,BlackBerry,BlackBerry,
35118608,S830C,BenQ,BenQ,
35119000,One Touch XXX,Alcatel,Alcatel,
35119100,One Touch XXX,Alcatel,Alcatel,
35119153,OT 511,Alcatel,Alcatel,
35119154,OT 511,Alcatel,Alcatel,
35119155,OT 511,Alcatel,Alcatel,
35119156,OT 511,Alcatel,Alcatel,
35119167,OT 511,Alcatel,Alcatel,
35119168,OT 511,Alcatel,Alcatel,
35119169,OT 511,Alcatel,Alcatel,
35119173,OT 511,Alcatel,Alcatel,
35119184,OT 511,Alcatel,Alcatel,
35119185,OT 511,Alcatel,Alcatel,
35119186,OT 511,Alcatel,Alcatel,
35119187,OT 511,Alcatel,Alcatel,
35119200,DB2032,DBTel,DBTel,
35119298,DB2032,DBTel,DBTel,
35119300,S238,Soutec,Soutec,
35119400,SGH-V100,Samsung,Samsung,
35119500,SGH-T200,Samsung,Samsung,
35119589,SGH-T200,Samsung,Samsung,
35119600,G8000,LG,LG,
35119626,G8000,LG,LG,
35119700,E300,LG,LG,
35119800,G3000,LG,LG,
35119826,G3000,LG,LG,
35119900,G5300,LG,LG,
35119926,G5300,LG,LG,
35120000,MX7818,Maxon,Maxon,
35120100,MX-7830,Maxon,Maxon,
35120200,QGP-102,Tresor Data,Tresor Data,
35120300,MX7850,Maxon,Maxon,
35120301,MX7850,Maxon,Maxon,
35120400,GM5510,Panda International,Panda International,
35120500,T99,Bright Concepts,Bright Concepts,
35120600,T600,Soutec,Soutec,
35120700,T310,Sony Ericsson,Sony Ericsson,
35120745,T310,Sony Ericsson,Sony Ericsson,
35120761,T310,Sony Ericsson,Sony Ericsson,
35120762,T310,Sony Ericsson,Sony Ericsson,
35120771,T310,Sony Ericsson,Sony Ericsson,
35120788,T310,Sony Ericsson,Sony Ericsson,
35120800,T310,Sony Ericsson,Sony Ericsson,
35120900,T310,Sony Ericsson,Sony Ericsson,
35121000,T310,Sony Ericsson,Sony Ericsson,
35121100,T310,Sony Ericsson,Sony Ericsson,
35121200,T310,Sony Ericsson,Sony Ericsson,
35121262,T310,Sony Ericsson,Sony Ericsson,
35121271,T310,Sony Ericsson,Sony Ericsson,
35121300,T310,Sony Ericsson,Sony Ericsson,
35121400,GM3550,Panda International,Panda International,
35121500,MX7932,Maxon,Maxon,
35121501,MX7932,Maxon,Maxon,
35121602,7388,Konka,Konka,
